class,left_elbow_angle,right_elbow_angle,left_back_angle,right_back_angle
good_form,112.00432990849964,124.95616512258555,175.7792331185395,166.77628501882472
good_form,115.81338082342808,126.58239956827805,175.38579238701547,167.80647736262665
good_form,114.90405412148317,129.3314170959865,176.20650665839636,167.46689489036427
good_form,116.2428389735667,131.98882626346793,176.17985501846476,167.68053595812805
good_form,123.42880681793287,133.3841904792761,176.00783929531102,167.52585061245566
good_form,125.50391098635484,133.36315625020748,175.50482535894315,167.83547860788025
good_form,130.8385174935074,131.41546330987424,175.38282871357163,167.8277301823608
good_form,134.2224782247388,131.3440464090278,175.18616879047775,168.64076941589312
good_form,127.1199932874469,129.88714880586048,174.87155195903702,168.764261274836
good_form,127.12676352502635,129.65989970571943,174.83615806719507,168.77447056011925
good_form,128.6052505324099,125.46002511330522,174.5818215588574,170.1796989522175
good_form,129.86004919026112,123.34071469841366,174.11370146356572,170.8928879360187
good_form,130.90552902611668,122.69665503224016,174.06665574162707,170.62635579321193
good_form,133.28342384582814,122.12116586890677,173.95903123621179,170.35654719939373
good_form,131.84925662035542,122.2910221321664,173.73115360221502,170.31722544893864
good_form,131.6947886133338,123.32362089774786,172.93700063919087,170.37403879964626
good_form,133.25447252641993,124.17007592214692,172.60376362240066,170.3811717432499
good_form,133.6372390099499,124.72179482791068,172.78755819826893,170.41620724699206
good_form,133.74810846596273,123.9572352429308,172.80014991538175,170.74694151112217
good_form,133.99291192682665,124.158492303922,172.93316904407519,171.08396403167745
good_form,133.4139836062754,123.80206919242,173.12880766830935,170.96899407318946
good_form,132.57871116448686,123.67593514224468,173.56487140849376,170.79301383012137
good_form,131.60103182735497,122.82399636039933,174.64635094738344,170.5447240868938
good_form,130.63771821808297,121.98754144396095,175.19442433868204,169.9461076761045
good_form,128.82240515492083,120.829095041925,175.70733514234237,169.67022975373155
good_form,128.03998849637517,119.41327261124134,175.7287151204896,169.53315763153637
good_form,127.2808044702077,116.03994258096104,175.79429167293267,168.92615841478863
good_form,126.42940088222949,113.14656349738428,176.5014058947371,168.60669919296515
good_form,126.60857993533031,108.72291476738175,176.56737520506186,168.6375967224199
good_form,121.9269387717905,105.8298921432337,176.6955054298603,167.9056406728483
good_form,114.3375900522754,102.52972220053401,177.4335989489939,167.36527143924417
good_form,109.61389329607019,100.06899907369386,176.29016504023804,167.28792361523296
good_form,107.91711801701791,91.17577130168986,176.26307764661632,167.86485642254445
good_form,100.50015091958437,86.65537475328436,176.59126109035014,167.43612107069112
good_form,102.99504296649258,83.3994826008266,177.1808012586992,166.88674471917145
good_form,100.54923739361362,79.9355130905619,178.1956334776586,166.09680408077742
good_form,101.72552243087091,76.53390569897861,178.32954450173634,165.8831443203009
good_form,93.88237934410233,73.99981405020588,178.46062273571638,165.1525374769951
good_form,91.43787704343521,71.10197636681828,178.47207729980914,164.9283198620277
good_form,92.67073461535443,63.52100482981783,178.28595549342737,164.89640402191395
good_form,92.50139416196168,60.21957429853238,177.82275343389463,165.15811225402578
good_form,94.95618824467687,60.399933191650405,177.16317609603084,165.5203478957014
